service_id,date,exception_type
1265017_8__654___,20241031,2
1265020_8__654___,20241031,2
1265022_8__654___,20241031,2
1265021_8__654___,20241031,2
1265024_8__654___,20241031,2
1265031_8__655___,20241031,2
1265032_8__655___,20241031,2
1265034_8__655___,20241031,2
1265029_8__655___,20241031,2
1265039_8__655___,20241031,2
1265033_8__655___,20241031,2
1265036_8__655___,20241031,2
1265037_8__655___,20241031,2
1265028_8__655___,20241031,2
1265030_8__655___,20241031,2
1265035_8__655___,20241031,2
1265038_8__655___,20241031,2
1265048_8__656___,20241031,2
1265059_8__656___,20241031,2
1265050_8__656___,20241031,2
1265057_8__656___,20241031,2
1265058_8__656___,20241031,2
1265065_8__656___,20241031,2
1265157_8__656___,20241031,2
1265040_8__656___,20241031,2
1265053_8__656___,20241031,2
1265064_8__656___,20241031,2
1265066_8__656___,20241031,2
1265042_8__656___,20241031,2
1265047_8__656___,20241031,2
1265049_8__656___,20241031,2
1265051_8__656___,20241031,2
1265067_8__656___,20241031,2
1265045_8__656___,20241031,2
1265052_8__656___,20241031,2
1265054_8__656___,20241031,2
1265055_8__656___,20241031,2
1265056_8__656___,20241031,2
1265061_8__656___,20241031,2
1265063_8__656___,20241031,2
1265068_8__656___,20241031,2
1265041_8__656___,20241031,2
1265043_8__656___,20241031,2
1265060_8__656___,20241031,2
1265158_8__656___,20241031,2
1265044_8__656___,20241031,2
1265046_8__656___,20241031,2
1265062_8__656___,20241031,2
1265151_8__656_A__,20241031,2
1264798_8__656_A__,20241031,2
1264803_8__656_A__,20241031,2
1264813_8__656_A__,20241031,2
1264799_8__656_A__,20241031,2
1264812_8__656_A__,20241031,2
1264804_8__656_A__,20241031,2
1264807_8__656_A__,20241031,2
1264811_8__656_A__,20241031,2
1264805_8__656_A__,20241031,2
1264809_8__656_A__,20241031,2
1264797_8__656_A__,20241031,2
1264802_8__656_A__,20241031,2
1264810_8__656_A__,20241031,2
1264800_8__656_A__,20241031,2
1264814_8__656_A__,20241031,2
1264801_8__656_A__,20241031,2
1264806_8__656_A__,20241031,2
1264808_8__656_A__,20241031,2
1264817_8__657_A__,20241031,2
1264816_8__657_A__,20241031,2
1264823_8__657_A__,20241031,2
1264818_8__657_A__,20241031,2
1264822_8__657_A__,20241031,2
1264820_8__657_A__,20241031,2
1264821_8__657_A__,20241031,2
1264819_8__657_A__,20241031,2
1264824_8__657_A__,20241031,2
1264815_8__657_A__,20241031,2
1265109_8__658___,20241031,2
1265106_8__658___,20241031,2
1265111_8__658___,20241031,2
1265113_8__658___,20241031,2
1265105_8__658___,20241031,2
1265108_8__658___,20241031,2
1265112_8__658___,20241031,2
1265110_8__658___,20241031,2
1265107_8__658___,20241031,2
1265114_8__658___,20241031,2
1264825_8__658_A__,20241031,2
1264827_8__658_A__,20241031,2
1264826_8__658_A__,20241031,2
1264828_8__658_A__,20241031,2
1264829_8__658_A__,20241031,2
1265132_8__659___,20241031,2
1265141_8__659___,20241031,2
1265115_8__659___,20241031,2
1265122_8__659___,20241031,2
1265136_8__659___,20241031,2
1265140_8__659___,20241031,2
1265161_8__659___,20241031,2
1265163_8__659___,20241031,2
1265164_8__659___,20241031,2
1265118_8__659___,20241031,2
1265123_8__659___,20241031,2
1265124_8__659___,20241031,2
1265125_8__659___,20241031,2
1265162_8__659___,20241031,2
1265121_8__659___,20241031,2
1265126_8__659___,20241031,2
1265131_8__659___,20241031,2
1265119_8__659___,20241031,2
1265138_8__659___,20241031,2
1265139_8__659___,20241031,2
1265116_8__659___,20241031,2
1265120_8__659___,20241031,2
1265127_8__659___,20241031,2
1265128_8__659___,20241031,2
1265129_8__659___,20241031,2
1265133_8__659___,20241031,2
1265117_8__659___,20241031,2
1265130_8__659___,20241031,2
1265134_8__659___,20241031,2
1265135_8__659___,20241031,2
1265137_8__659___,20241031,2
1266528_8__680___,20241107,2
1266530_8__680___,20241107,2
1266532_8__680___,20241107,2
1266531_8__680___,20241107,2
1266529_8__680___,20241107,2
1243817_8__680___,20241109,2
1243818_8__680___,20241109,2
1243816_8__680___,20241109,2
1266546_8__681___,20241107,2
1266548_8__681___,20241107,2
1266551_8__681___,20241107,2
1266558_8__681___,20241107,2
1266535_8__681___,20241107,2
1266545_8__681___,20241107,2
1266533_8__681___,20241107,2
1266543_8__681___,20241107,2
1266556_8__681___,20241107,2
1266561_8__681___,20241107,2
1266544_8__681___,20241107,2
1266547_8__681___,20241107,2
1266534_8__681___,20241107,2
1266536_8__681___,20241107,2
1266537_8__681___,20241107,2
1266540_8__681___,20241107,2
1266555_8__681___,20241107,2
1266539_8__681___,20241107,2
1266549_8__681___,20241107,2
1266554_8__681___,20241107,2
1266557_8__681___,20241107,2
1266560_8__681___,20241107,2
1266538_8__681___,20241107,2
1266541_8__681___,20241107,2
1266542_8__681___,20241107,2
1266552_8__681___,20241107,2
1266550_8__681___,20241107,2
1266553_8__681___,20241107,2
1266559_8__681___,20241107,2
1266562_8__681___,20241107,2
1243821_8__681___,20241109,2
1243822_8__681___,20241109,2
1243819_8__681___,20241109,2
1243820_8__681___,20241109,2
1243826_8__681___,20241109,2
1243823_8__681___,20241109,2
1243824_8__681___,20241109,2
1243827_8__681___,20241109,2
1243825_8__681___,20241109,2
1266565_8__682___,20241107,2
1266572_8__682___,20241107,2
1266577_8__682___,20241107,2
1266587_8__682___,20241107,2
1266567_8__682___,20241107,2
1266571_8__682___,20241107,2
1266574_8__682___,20241107,2
1266591_8__682___,20241107,2
1266593_8__682___,20241107,2
1266570_8__682___,20241107,2
1266573_8__682___,20241107,2
1266589_8__682___,20241107,2
1266592_8__682___,20241107,2
1266594_8__682___,20241107,2
1266566_8__682___,20241107,2
1266575_8__682___,20241107,2
1266580_8__682___,20241107,2
1266563_8__682___,20241107,2
1266569_8__682___,20241107,2
1266564_8__682___,20241107,2
1266568_8__682___,20241107,2
1266584_8__682___,20241107,2
1266585_8__682___,20241107,2
1266588_8__682___,20241107,2
1266590_8__682___,20241107,2
1266595_8__682___,20241107,2
1266596_8__682___,20241107,2
1266576_8__682___,20241107,2
1266578_8__682___,20241107,2
1266579_8__682___,20241107,2
1266581_8__682___,20241107,2
1266582_8__682___,20241107,2
1266583_8__682___,20241107,2
1266586_8__682___,20241107,2
1243829_8__682___,20241109,2
1243836_8__682___,20241109,2
1243833_8__682___,20241109,2
1243834_8__682___,20241109,2
1243828_8__682___,20241109,2
1243915_8__682___,20241109,2
1243916_8__682___,20241109,2
1243832_8__682___,20241109,2
1243914_8__682___,20241109,2
1243830_8__682___,20241109,2
1243831_8__682___,20241109,2
1243835_8__682___,20241109,2
1243917_8__682___,20241109,2
1266608_8__683___,20241107,2
1266611_8__683___,20241107,2
1266603_8__683___,20241107,2
1266605_8__683___,20241107,2
1266609_8__683___,20241107,2
1266610_8__683___,20241107,2
1266597_8__683___,20241107,2
1266598_8__683___,20241107,2
1266602_8__683___,20241107,2
1266604_8__683___,20241107,2
1266599_8__683___,20241107,2
1266600_8__683___,20241107,2
1266607_8__683___,20241107,2
1266601_8__683___,20241107,2
1266612_8__683___,20241107,2
1266613_8__683___,20241107,2
1266606_8__683___,20241107,2
1243837_8__683___,20241109,2
1243839_8__683___,20241109,2
1243840_8__683___,20241109,2
1243838_8__683___,20241109,2
1243841_8__683___,20241109,2
1266614_8__684___,20241107,2
1266616_8__684___,20241107,2
1266621_8__684___,20241107,2
1266625_8__684___,20241107,2
1266631_8__684___,20241107,2
1266636_8__684___,20241107,2
1266622_8__684___,20241107,2
1266628_8__684___,20241107,2
1266638_8__684___,20241107,2
1266641_8__684___,20241107,2
1266618_8__684___,20241107,2
1266626_8__684___,20241107,2
1266627_8__684___,20241107,2
1266632_8__684___,20241107,2
1266640_8__684___,20241107,2
1266633_8__684___,20241107,2
1266615_8__684___,20241107,2
1266630_8__684___,20241107,2
1266635_8__684___,20241107,2
1266619_8__684___,20241107,2
1266620_8__684___,20241107,2
1266629_8__684___,20241107,2
1266634_8__684___,20241107,2
1266623_8__684___,20241107,2
1266624_8__684___,20241107,2
1266639_8__684___,20241107,2
1266617_8__684___,20241107,2
1266637_8__684___,20241107,2
1243847_8__684___,20241109,2
1243856_8__684___,20241109,2
1243846_8__684___,20241109,2
1243854_8__684___,20241109,2
1243842_8__684___,20241109,2
1243848_8__684___,20241109,2
1243852_8__684___,20241109,2
1243849_8__684___,20241109,2
1243843_8__684___,20241109,2
1243845_8__684___,20241109,2
1243855_8__684___,20241109,2
1243918_8__684___,20241109,2
1243919_8__684___,20241109,2
1243920_8__684___,20241109,2
1243850_8__684___,20241109,2
1243853_8__684___,20241109,2
1243921_8__684___,20241109,2
1243844_8__684___,20241109,2
1243851_8__684___,20241109,2
1266650_8__685___,20241107,2
1266651_8__685___,20241107,2
1266653_8__685___,20241107,2
1266654_8__685___,20241107,2
1266658_8__685___,20241107,2
1266648_8__685___,20241107,2
1266657_8__685___,20241107,2
1266642_8__685___,20241107,2
1266652_8__685___,20241107,2
1266643_8__685___,20241107,2
1266644_8__685___,20241107,2
1266645_8__685___,20241107,2
1266646_8__685___,20241107,2
1266647_8__685___,20241107,2
1266649_8__685___,20241107,2
1266655_8__685___,20241107,2
1266656_8__685___,20241107,2
1243859_8__685___,20241109,2
1243865_8__685___,20241109,2
1243857_8__685___,20241109,2
1243862_8__685___,20241109,2
1243866_8__685___,20241109,2
1243861_8__685___,20241109,2
1243864_8__685___,20241109,2
1243858_8__685___,20241109,2
1243860_8__685___,20241109,2
1243863_8__685___,20241109,2
1266662_8__686___,20241107,2
1266659_8__686___,20241107,2
1266665_8__686___,20241107,2
1266661_8__686___,20241107,2
1266666_8__686___,20241107,2
1266663_8__686___,20241107,2
1266664_8__686___,20241107,2
1266660_8__686___,20241107,2
1243869_8__686___,20241109,2
1243867_8__686___,20241109,2
1243868_8__686___,20241109,2
1266699_8__686_A__,20241107,2
1266701_8__686_A__,20241107,2
1266700_8__686_A__,20241107,2
1266702_8__686_A__,20241107,2
1266703_8__686_A__,20241107,2
1243881_8__686_A__,20241109,2
1243880_8__686_A__,20241109,2
1243882_8__686_A__,20241109,2
1266668_8__687___,20241107,2
1266670_8__687___,20241107,2
1266682_8__687___,20241107,2
1266684_8__687___,20241107,2
1266667_8__687___,20241107,2
1266669_8__687___,20241107,2
1266672_8__687___,20241107,2
1266676_8__687___,20241107,2
1266681_8__687___,20241107,2
1266675_8__687___,20241107,2
1266679_8__687___,20241107,2
1266685_8__687___,20241107,2
1266689_8__687___,20241107,2
1266677_8__687___,20241107,2
1266686_8__687___,20241107,2
1266687_8__687___,20241107,2
1266688_8__687___,20241107,2
1266683_8__687___,20241107,2
1266671_8__687___,20241107,2
1266680_8__687___,20241107,2
1266673_8__687___,20241107,2
1266674_8__687___,20241107,2
1266678_8__687___,20241107,2
1243870_8__687___,20241109,2
1243872_8__687___,20241109,2
1243871_8__687___,20241109,2
1243873_8__687___,20241109,2
1243874_8__687___,20241109,2
1243875_8__687___,20241109,2
1243876_8__687___,20241109,2
1266691_8__688___,20241107,2
1266694_8__688___,20241107,2
1266698_8__688___,20241107,2
1266690_8__688___,20241107,2
1266695_8__688___,20241107,2
1266693_8__688___,20241107,2
1266696_8__688___,20241107,2
1266692_8__688___,20241107,2
1266697_8__688___,20241107,2
1243877_8__688___,20241109,2
1243878_8__688___,20241109,2
1243879_8__688___,20241109,2
1266706_8__690___,20241107,2
1266704_8__690___,20241107,2
1266705_8__690___,20241107,2
1266710_8__691___,20241107,2
1266715_8__691___,20241107,2
1266719_8__691___,20241107,2
1266720_8__691___,20241107,2
1266723_8__691___,20241107,2
1266708_8__691___,20241107,2
1266711_8__691___,20241107,2
1266721_8__691___,20241107,2
1266717_8__691___,20241107,2
1266727_8__691___,20241107,2
1266707_8__691___,20241107,2
1266709_8__691___,20241107,2
1266722_8__691___,20241107,2
1266724_8__691___,20241107,2
1266726_8__691___,20241107,2
1266712_8__691___,20241107,2
1266713_8__691___,20241107,2
1266728_8__691___,20241107,2
1266714_8__691___,20241107,2
1266716_8__691___,20241107,2
1266725_8__691___,20241107,2
1266729_8__691___,20241107,2
1266718_8__691___,20241107,2
1243891_8__691___,20241109,2
1243894_8__691___,20241109,2
1243884_8__691___,20241109,2
1243893_8__691___,20241109,2
1243899_8__691___,20241109,2
1243887_8__691___,20241109,2
1243896_8__691___,20241109,2
1243898_8__691___,20241109,2
1243897_8__691___,20241109,2
1243900_8__691___,20241109,2
1243883_8__691___,20241109,2
1243886_8__691___,20241109,2
1243888_8__691___,20241109,2
1243889_8__691___,20241109,2
1243890_8__691___,20241109,2
1243922_8__691___,20241109,2
1243885_8__691___,20241109,2
1243892_8__691___,20241109,2
1243895_8__691___,20241109,2
1243923_8__691___,20241109,2
1266734_8__696___,20241107,2
1266733_8__696___,20241107,2
1266731_8__696___,20241107,2
1266732_8__696___,20241107,2
1266730_8__696___,20241107,2
1243908_8__696___,20241109,2
1243909_8__696___,20241109,2
1243910_8__696___,20241109,2
1265142_8__815___,20241031,2
1265147_8__815___,20241031,2
1265146_8__815___,20241031,2
1265144_8__815___,20241031,2
1265143_8__815___,20241031,2
1265145_8__815___,20241031,2
1263422_8__822___,20241031,2
1263423_8__822___,20241031,2
1264164_8__822___,20241107,2
1264165_8__822___,20241107,2
1263703_8__822___,20241109,2
1263704_8__822___,20241109,2
1263251_8_N_203___,20241031,2
1263991_8_N_203___,20241107,2
1263990_8_N_203___,20241107,2
1263992_8_N_203___,20241107,2
1263625_8_N_203___,20241109,2
1263628_8_N_203___,20241109,2
1263626_8_N_203___,20241109,2
1263627_8_N_203___,20241109,2
1266524_8_N_602___,20241107,2
1266525_8_N_602___,20241107,2
1266526_8_N_602___,20241107,2
1266527_8_N_602___,20241107,2
1266523_8_N_602___,20241107,2
1243812_8_N_602___,20241109,2
1243813_8_N_602___,20241109,2
1243815_8_N_602___,20241109,2
1243913_8_N_602___,20241109,2
1243814_8_N_602___,20241109,2
1257638_8_N_801___,20241031,2
1257640_8_N_805___,20241031,2
1257639_8_N_805___,20241031,2
1260633_8_N_806___,20241031,2
1260632_8_N_806___,20241031,2
1260631_8_N_806___,20241031,2
1260634_8_N_807___,20241031,2
1265148_8_N_901___,20241031,2
1265149_8_N_902___,20241031,2
1265150_8_N_906___,20241031,2
1263427_8__SE71___,20241031,2
1263424_8__SE71___,20241031,2
1263425_8__SE71___,20241031,2
1263426_8__SE71___,20241031,2
1263428_8__SE71___,20241031,2
1263429_8__SE71___,20241031,2
1264169_8__SE71___,20241107,2
1264167_8__SE71___,20241107,2
1264166_8__SE71___,20241107,2
1264168_8__SE71___,20241107,2
1264170_8__SE71___,20241107,2
1264171_8__SE71___,20241107,2
1263706_8__SE71___,20241109,2
1263707_8__SE71___,20241109,2
1263705_8__SE71___,20241109,2
1263431_8__SE72___,20241031,2
1263430_8__SE72___,20241031,2
1264172_8__SE72___,20241107,2
1264173_8__SE72___,20241107,2
1263708_8__SE72___,20241109,2
1263709_8__SE72___,20241109,2
1264725_9__1__080_,20241031,2
1264728_9__1__080_,20241031,2
1264726_9__1__080_,20241031,2
1264727_9__1__080_,20241031,2
1260483_9__1__106_,20241031,2
1260485_9__1__106_,20241031,2
1260488_9__1__106_,20241031,2
1260489_9__1__106_,20241031,2
1260486_9__1__106_,20241031,2
1260484_9__1__106_,20241031,2
1260487_9__1__106_,20241031,2
1260482_9__1__106_,20241031,2
1266456_9__1__038_,20241107,2
1266457_9__1__038_,20241107,2
1243786_9__1__038_,20241109,2
1243785_9__1__038_,20241109,2
1263246_9__1__130_,20241031,2
1263247_9__1__130_,20241031,2
1263245_9__1__130_,20241031,2
1263984_9__1__130_,20241107,2
1263986_9__1__130_,20241107,2
1263985_9__1__130_,20241107,2
1263622_9__1__130_,20241109,2
1263623_9__1__130_,20241109,2
1264734_9__1__115_,20241031,2
1264733_9__1__115_,20241031,2
1257579_9__1__065_,20241031,2
1257580_9__1__065_,20241031,2
1257581_9__1__065_,20241031,2
1257584_9__1__065_,20241031,2
1257582_9__1__065_,20241031,2
1257585_9__1__065_,20241031,2
1257586_9__1__065_,20241031,2
1257583_9__1__065_,20241031,2
1257590_9__2__065_,20241031,2
1257589_9__2__065_,20241031,2
1257596_9__2__065_,20241031,2
1257591_9__2__065_,20241031,2
1257595_9__2__065_,20241031,2
1257587_9__2__065_,20241031,2
1257592_9__2__065_,20241031,2
1257588_9__2__065_,20241031,2
1257594_9__2__065_,20241031,2
1257593_9__2__065_,20241031,2
1263248_9__2__049_,20241031,2
1263250_9__2__049_,20241031,2
1263249_9__2__049_,20241031,2
1263988_9__2__049_,20241107,2
1263987_9__2__049_,20241107,2
1263989_9__2__049_,20241107,2
1263624_9__2__049_,20241109,2
1264732_9__2__080_,20241031,2
1264731_9__2__080_,20241031,2
1264729_9__2__080_,20241031,2
1264730_9__2__080_,20241031,2
1260491_9__2__106_,20241031,2
1260492_9__2__106_,20241031,2
1260493_9__2__106_,20241031,2
1260490_9__2__106_,20241031,2
1260495_9__2__106_,20241031,2
1260494_9__2__106_,20241031,2
1264736_9__2__115_,20241031,2
1264737_9__2__115_,20241031,2
1264738_9__2__115_,20241031,2
1264741_9__2__115_,20241031,2
1264739_9__2__115_,20241031,2
1264740_9__2__115_,20241031,2
1264735_9__2__115_,20241031,2
1257599_9__3__065_,20241031,2
1257597_9__3__065_,20241031,2
1257605_9__3__065_,20241031,2
1257600_9__3__065_,20241031,2
1257602_9__3__065_,20241031,2
1257603_9__3__065_,20241031,2
1257604_9__3__065_,20241031,2
1257601_9__3__065_,20241031,2
1257598_9__3__065_,20241031,2
1257606_9__3__065_,20241031,2
1264742_9__3__115_,20241031,2
1264744_9__3__115_,20241031,2
1264747_9__3__115_,20241031,2
1264746_9__3__115_,20241031,2
1264743_9__3__115_,20241031,2
1264745_9__3__115_,20241031,2
1260498_9__3__106_,20241031,2
1260500_9__3__106_,20241031,2
1260501_9__3__106_,20241031,2
1260496_9__3__106_,20241031,2
1260497_9__3__106_,20241031,2
1260499_9__3__106_,20241031,2
1260502_9__3__106_,20241031,2
1257608_9__4__065_,20241031,2
1257607_9__4__065_,20241031,2
1257609_9__4__065_,20241031,2
1257613_9__4__065_,20241031,2
1257612_9__4__065_,20241031,2
1257614_9__4__065_,20241031,2
1257610_9__4__065_,20241031,2
1257611_9__4__065_,20241031,2
1266458_9__4__068_,20241107,2
1266459_9__4__068_,20241107,2
1243787_9__4__068_,20241109,2
1243788_9__4__068_,20241109,2
1257616_9__5__065_,20241031,2
1257615_9__5__065_,20241031,2
1257617_9__5__065_,20241031,2
1257619_9__6__065_,20241031,2
1257618_9__6__065_,20241031,2
1257636_9__7__065_,20241031,2
1257635_9__7__065_,20241031,2
1257637_9__7__065_,20241031,2
1257620_9__PI1__065_,20241031,2
1257621_9__PI1__065_,20241031,2
1257623_9__PI1__065_,20241031,2
1257622_9__PI1__065_,20241031,2
1257625_9__PI1__065_,20241031,2
1257624_9__PI1__065_,20241031,2
1257631_9__PI2__065_,20241031,2
1257628_9__PI2__065_,20241031,2
1257630_9__PI2__065_,20241031,2
1257632_9__PI2__065_,20241031,2
1257634_9__PI2__065_,20241031,2
1257626_9__PI2__065_,20241031,2
1257633_9__PI2__065_,20241031,2
1257627_9__PI2__065_,20241031,2
1257629_9__PI2__065_,20241031,2
